,ATT38
ATT38,1.0
ATT74,-0.27185054944775094
ATT71,-0.27185054944775094
ATT55,-0.2097232256486384
ATT34,-0.19388721900785402
ATT75,0.184526166076222
ATT72,0.184526166076222
ATT31,0.16385113408736976
ATT56,0.15717507521202548
ATT27,0.14886073350003423
ATT35,0.14653042413621656
ATT30,-0.13588822677320422
ATT22,0.1288622455739098
ATT36,0.12592645605903768
ATT118,0.11587872783495363
ATT120,0.11518372935031004
ATT26,-0.11220237539720265
ATT117,-0.10098750232220857
ATT37,0.0997261804815145
ATT21,-0.08929309383602199
ATT116,0.07905833753162804
ATT94,-0.07879257928321831
ATT69,0.0730330739592113
ATT66,0.07238474154965381
ATT59,0.07225592877494849
ATT33,0.07185874210148954
ATT67,0.07110363379846713
ATT111,0.06992540782113287
ATT131,-0.06889612056521002
ATT16,-0.06847890097677257
ATT17,0.06669469654939965
ATT29,0.06617655953603839
ATT109,0.06588039537373272
ATT68,0.06421192934729682
ATT123,0.05853170749097018
ATT89,0.058240458014662926
ATT125,-0.05822082087472854
ATT32,0.05807286485428687
ATT13,0.05569141406236792
ATT18,0.0545090705148374
ATT128,-0.05438922291143002
ATT126,0.05369065545134229
ATT11,-0.05116153769636816
ATT28,0.05114491611487739
ATT8,0.051023497669343484
ATT19,0.05007026955330488
ATT115,0.04909872947798306
ATT114,0.04757927784404507
ATT73,0.04748792850389482
ATT23,0.04671315485664262
ATT24,0.04582924145224225
ATT9,-0.04531121332311146
ATT97,0.042726468256754996
ATT119,-0.04234597245676729
ATT1,0.041175139183360424
ATT92,-0.040901440374686474
ATT61,-0.03966095599324363
ATT15,0.039061202492646226
ATT129,0.037874390723756535
ATT14,0.03604566491561968
ATT130,0.03574248541417954
Hour,0.032309509546297244
ATT2,0.03196668426256759
ATT41,0.0305659999976272
ATT98,0.029881690483470474
ATT42,0.028838172969732942
ATT132,0.028605476202480665
ATT25,0.028309229711647833
Month,-0.0277703605161993
ATT113,0.027637590385708673
ATT95,0.02757614960579523
ATT122,-0.026605393566548178
ATT6,0.026425968383251883
ATT108,0.02627205182551613
ATT7,0.025756544678180702
ATT5,0.025728676907817716
ATT90,0.025464043251820615
ATT91,0.025087138830087202
ATT110,0.024681674395782376
ATT101,0.022128304862380085
ATT112,0.02177028096396636
Year,0.020750753906815418
ATT96,0.019695824885225092
ATT20,0.018575891658553518
ATT99,0.017646172344991898
ATT4,-0.015954655024272686
ATT12,0.015884447544827273
ATT100,0.015351343925804615
ATT58,0.009835652401197839
ATT121,-0.00967908443853486
ATT39,-0.00601051171888998
ATT88,0.005605636594451802
ATT107,-0.00555900347746463
ATT57,-0.005069537475869204
ATT124,-0.004761070699888118
ATT70,0.004341792874020984
ATT52,-0.004194103502788791
ATT53,-0.0038054210417582703
ATT127,0.002837774305747715
ATT10,0.0028270477944356
Date,-0.0024667508740763263
ATT62,-0.0021010160926985028
ATT40,-0.0012174012802435958
ATT51,0.0005258624269495419
ATT3,-6.631761917166188e-05
ATT43,
ATT44,
ATT45,
ATT46,
ATT47,
ATT48,
ATT49,
ATT50,
ATT54,
ATT60,
ATT63,
ATT64,
ATT65,
ATT76,
ATT77,
ATT78,
ATT79,
ATT80,
ATT81,
ATT82,
ATT83,
ATT84,
ATT85,
ATT86,
ATT87,
ATT93,
