,ATT122
ATT122,1.0
ATT17,0.8393635583587149
ATT12,0.7275452968664684
ATT10,0.6829101135212676
ATT117,0.6500083175744285
ATT22,0.463099639340896
ATT35,-0.3478984065093089
ATT121,0.34765236379869713
ATT32,-0.3412614125466133
ATT101,0.33875912922202356
ATT98,0.33119909122741953
ATT28,-0.32917274239761013
ATT16,0.3270658059333618
ATT56,-0.3269420572035268
ATT21,0.3133078380466543
ATT72,-0.30635284889075615
ATT75,-0.30635284889075615
ATT11,0.3048118653783723
ATT9,0.2998388694116858
ATT18,-0.2949945057196883
ATT8,0.2923433803671139
ATT13,-0.2902138912227202
ATT62,0.28756549021875305
ATT107,-0.284282263913852
ATT23,-0.28292631017356507
ATT61,0.27808477323328906
ATT99,0.2768423910054357
ATT66,-0.2748301104500109
ATT94,0.2704056614946342
ATT67,-0.2699506173500714
ATT68,-0.2640436611684113
ATT123,-0.2634934240811661
ATT73,0.2552318027528138
ATT126,-0.2507867563218486
ATT115,0.249316314310229
ATT59,-0.24742367996961348
ATT111,-0.2451224729640939
ATT125,0.24211093299125425
ATT89,0.24204649017380242
ATT69,-0.23921264970380712
Month,0.23604712839489314
ATT24,-0.2358632478339272
ATT33,-0.2329312876271834
ATT95,-0.22959319088370303
ATT128,0.22717791983751254
ATT19,-0.22701067688203325
ATT132,-0.21651274039009694
ATT129,-0.2121222404100919
ATT1,0.20443128012370074
ATT26,0.19333686290421914
ATT131,0.1927702111976087
ATT14,-0.19100105080084773
ATT41,0.1895611664071953
ATT27,0.1791260556086512
ATT6,0.16778094353403483
ATT124,0.16644600600982076
ATT130,-0.1601404767141387
ATT29,-0.1596007167271557
ATT7,0.15882697346242014
ATT100,0.15830812338259725
ATT42,0.1552122922896956
ATT120,0.14901858419355382
ATT127,0.14000880484158504
ATT5,0.13684213075419224
ATT96,0.1321931004072921
ATT114,0.12189251396602233
Year,-0.11678104157231789
ATT25,-0.11439267113721588
ATT109,-0.11045398602042104
ATT97,-0.10789580313313306
ATT51,0.10751135825784956
ATT2,0.10598353802115243
ATT116,0.10173733460815693
ATT31,-0.09135954245535553
ATT119,0.08719103331045988
ATT110,-0.08603391302400645
ATT112,-0.08460349365677886
ATT4,-0.08042534104650592
ATT70,0.08038958682060898
ATT118,0.07943955403235736
ATT37,-0.07881148280001422
ATT108,-0.07591933309449216
Date,-0.07510222153431668
ATT34,-0.060257236530665774
ATT88,-0.057500294716675025
ATT15,0.05316948603575457
Hour,0.053107983395683116
ATT3,0.03873688425657315
ATT55,-0.038717119587360994
ATT36,0.03235443459548491
ATT38,-0.026605393566548178
ATT113,-0.02624541298655262
ATT53,0.024801393310631206
ATT92,0.02268881675236222
ATT90,-0.021458090766505872
ATT39,0.02027561285023357
ATT52,0.020101008823394783
ATT58,0.018290225246483285
ATT20,0.015163428697779095
ATT57,0.014899689700929447
ATT91,0.00835352246148128
ATT40,-0.0035592633059456876
ATT71,-0.0018558540361297724
ATT74,-0.0018558540361297724
ATT30,-0.0015384322962970801
ATT43,
ATT44,
ATT45,
ATT46,
ATT47,
ATT48,
ATT49,
ATT50,
ATT54,
ATT60,
ATT63,
ATT64,
ATT65,
ATT76,
ATT77,
ATT78,
ATT79,
ATT80,
ATT81,
ATT82,
ATT83,
ATT84,
ATT85,
ATT86,
ATT87,
ATT93,
