,ATT125
ATT125,1.0
ATT123,-0.9915997060861298
ATT126,-0.8319174202307112
ATT128,0.8305512681453269
ATT19,-0.7936737828200331
ATT129,-0.7561774644098274
ATT24,-0.7560974157006805
ATT14,-0.7495991435589262
ATT28,-0.7479179392103388
ATT13,-0.7363623005079161
ATT130,-0.7228869403767832
ATT32,-0.6914691941099135
ATT69,-0.6705233530938568
ATT33,-0.653902305056424
ATT68,-0.6303507142873533
ATT67,-0.6238776848551165
ATT66,-0.6211822855547608
ATT18,-0.5977102380325987
ATT29,-0.5780766956936909
ATT11,0.5733902692581337
ATT16,0.5694623973359438
ATT9,0.5663979378402746
ATT94,0.5646590835420814
ATT59,-0.5540578074381673
ATT121,0.5411934882155293
ATT109,-0.5387225213987502
ATT111,-0.5371942243838698
ATT131,0.5362979289844931
ATT97,-0.5043898726604917
ATT21,0.48355270834467773
ATT25,-0.42543947678491284
ATT117,0.40885559485065953
ATT23,-0.3541590312918429
ATT39,0.35343649054977805
ATT132,-0.3505723458152703
ATT57,0.33946180612426413
ATT95,-0.33628554293843355
ATT26,0.3299837800870282
ATT20,-0.32201097419573516
ATT118,-0.31422831393663864
ATT40,0.30468482701813754
ATT35,-0.2791716209350248
ATT15,-0.2743871386672618
ATT107,-0.2727810497010283
ATT88,-0.2675274372266188
ATT8,0.2663532159509044
ATT56,-0.2523189076898521
ATT10,0.24408440897957642
ATT122,0.24211093299125425
ATT75,-0.23781547654946572
ATT72,-0.23781547654946572
ATT31,-0.2353648100434787
ATT12,0.2320528132641767
ATT73,0.23065294330967043
ATT115,0.2016542784040378
ATT89,0.19893274580377338
ATT119,0.19592965300011003
ATT101,0.19227545765722454
ATT98,0.18307956300036216
ATT96,0.1722094101177346
ATT30,0.1630522613421443
ATT74,0.16157641123917493
ATT71,0.16157641123917493
ATT27,-0.1556653393917865
ATT120,-0.15373500212373797
ATT55,0.1361089356885943
ATT124,0.12931019496391466
ATT99,0.1271341787911294
ATT34,0.11461236550797976
ATT4,0.11067660460257922
ATT37,-0.11058112977766399
ATT61,0.1092581829377147
ATT17,0.09980198750293962
ATT70,-0.09883196951833353
ATT110,-0.08973730058601152
ATT62,0.08661061868955058
ATT100,0.07422859559468448
ATT108,-0.0728516876601753
ATT52,0.059075500228856465
ATT38,-0.05822082087472854
Date,-0.0581265147792
ATT91,-0.05738588623216341
ATT112,-0.05394063490067946
ATT22,-0.04422057267188117
ATT92,0.038103342376019755
ATT42,0.036904205030213105
ATT41,0.03660405991371832
ATT113,-0.03618729762868538
ATT7,0.03584690241997562
Year,-0.0348549220512877
ATT51,0.03213126726831559
ATT1,0.02927519223360611
ATT6,0.028397910372516637
ATT5,0.021970156706798836
ATT36,-0.020074761936662463
ATT90,0.01843014888024445
ATT116,-0.01779394742536261
Hour,0.014682123652642286
ATT114,0.014072798061605654
Month,-0.0130352284639162
ATT58,0.008924780204369192
ATT127,-0.003673592256323965
ATT2,0.003291961158104464
ATT3,-0.0007667742059444977
ATT53,0.00017085073218024518
ATT43,
ATT44,
ATT45,
ATT46,
ATT47,
ATT48,
ATT49,
ATT50,
ATT54,
ATT60,
ATT63,
ATT64,
ATT65,
ATT76,
ATT77,
ATT78,
ATT79,
ATT80,
ATT81,
ATT82,
ATT83,
ATT84,
ATT85,
ATT86,
ATT87,
ATT93,
