,ATT27
ATT27,1.0
ATT120,0.9128440454418683
ATT31,0.8697081586963356
ATT22,0.8131177641606767
ATT118,0.6272249056877366
ATT56,0.5760138326992162
ATT35,0.5718393830284657
ATT17,0.56399204173063
ATT72,0.5173972279092178
ATT75,0.5173972279092178
ATT116,0.49993109043035744
ATT115,0.44622403940690686
ATT55,-0.4209470810834109
ATT34,-0.40551373655487544
ATT74,-0.40020150101067675
ATT71,-0.40020150101067675
ATT98,0.3643684527286543
ATT101,0.3471162130112224
ATT70,0.3424290485592229
ATT4,-0.3294981903680614
ATT1,0.3047452147243818
ATT12,0.2990875756292126
ATT131,-0.29013584279334564
ATT41,0.2822802986551578
ATT33,0.2737874505502002
ATT29,0.2731780936017418
ATT109,0.27032673928319667
ATT62,0.2675928209635357
ATT69,0.24718915933331825
ATT8,0.24163212664265415
ATT10,0.23126396032046428
ATT99,0.22873528724351128
ATT97,0.22818808022166057
ATT107,-0.2260587252425127
ATT15,0.21870807614708254
ATT36,0.21280140410188444
ATT94,-0.21043632363200707
ATT6,0.2049486825629218
ATT5,0.20360467306199206
ATT68,0.2018939551676101
ATT127,0.20117336659584217
ATT2,0.19615989478415385
ATT7,0.19352319628920653
ATT42,0.19021480312484706
ATT39,-0.18452166538041237
ATT57,-0.18136383836141892
ATT30,-0.18045308807599478
ATT20,0.18021647193616047
ATT40,-0.18003297050626532
ATT122,0.1791260556086512
ATT124,0.17654561957190232
ATT112,-0.17639316597679613
ATT100,0.17604062934764927
ATT25,0.17160369477165527
ATT24,0.16011022050333878
ATT125,-0.1556653393917865
ATT114,0.15170759594060115
ATT38,0.14886073350003423
ATT108,-0.14253540558196798
ATT19,0.1370837472030948
ATT123,0.13605332478857374
ATT51,0.13604714207806137
ATT110,-0.13554024151108604
ATT37,0.1342776308433916
ATT61,0.13262571489148056
ATT73,0.12840901958853884
ATT89,0.12653267105146282
ATT128,-0.12355261827114541
ATT28,0.10954959557933715
ATT90,-0.1063058773384999
ATT126,0.10136876030630111
ATT91,-0.09635033091370612
ATT130,0.08341077589245613
ATT67,0.08324952445540908
ATT132,0.07944888545744026
ATT66,0.07671521594958021
ATT32,0.07265536872767274
ATT3,0.07044921916612745
ATT26,-0.06853601280387964
ATT129,0.06831165863335419
ATT121,0.06720301032246145
ATT23,-0.06659393895450184
ATT14,0.06447463962039617
ATT13,0.06158107353445267
ATT59,0.04800693489307405
ATT11,-0.04641326493382842
ATT113,-0.04572789738133792
Date,0.043173396981853775
ATT16,-0.04188492686053152
ATT21,-0.041703620297259866
ATT53,0.04116189932695741
ATT9,-0.03475716774972966
ATT111,0.03419328267050532
Month,-0.03055016534270638
ATT18,0.02687850790753551
ATT92,-0.026302279293252625
ATT117,-0.02099229497852023
ATT95,0.020512708061758957
ATT96,0.019626806231507914
ATT52,-0.014940918969396819
ATT119,0.008219419558069678
Hour,-0.0020917852268098995
ATT88,-0.0017540893612411291
ATT58,-0.001644109781979462
Year,-0.0012495423585066384
ATT43,
ATT44,
ATT45,
ATT46,
ATT47,
ATT48,
ATT49,
ATT50,
ATT54,
ATT60,
ATT63,
ATT64,
ATT65,
ATT76,
ATT77,
ATT78,
ATT79,
ATT80,
ATT81,
ATT82,
ATT83,
ATT84,
ATT85,
ATT86,
ATT87,
ATT93,
