,WDMX
WDMX,1.0
WDIR,0.5300079500801271
WSMX,0.23232557203476617
WSSD,0.2312798773123362
WSPD,0.20410082208676672
RELH,-0.192505996518471
WDSD,0.15163568819238343
SRAD,0.14212946011951613
WSMN,0.11056855520463536
THMP,0.06149800712034492
TAIR,0.05870822761320166
TDPT,-0.03714312652455264
PRCP,0.0021536803107897024
